z,n,name,levelEnergy(MeV),halflife,decayModes
34,42,76Se,0.0,STABLE,
34,49,83Se,0.0,22.25 m 4,B- = 100.00,
34,36,70Se,0.0,41.1 m 3,EC = 100.00,
34,37,71Se,0.0,4.74 m 5,EC = 100.00,
34,34,68Se,0.0,35.5 s 7,EC = 100.00,
34,35,69Se,0.0,27.4 s 2,EC = 100.00,
34,35,69Se,0.0,27.4 s 2,EP = 0.05,
34,32,66Se,0.0,42 ms 12,EC ? 100.00,
34,33,67Se,0.0,136 ms 12,EC = 100.00,
34,33,67Se,0.0,136 ms 12,EP = 0.50,
34,30,64Se,0.0,GT 180 ns ,EC = 100.00,
34,31,65Se,0.0,33 ms 4,EC = 100.00,
34,31,65Se,0.0,33 ms 4,EP = 100.00,
34,38,72Se,0.0,8.40 d 8,EC = 100.00,
34,39,73Se,0.0,7.15 h 8,EC = 100.00,
34,29,63Se,,,
35,63,98Br,0.0,GT 634 ns ,B- = 100.00,
35,63,98Br,0.0,GT 634 ns ,BN  ,
35,63,98Br,0.0,GT 634 ns ,B2N  ,
35,62,97Br,0.0,GT 300 ns ,B- = 100.00,
35,61,96Br,0.0,GE 150 ns ,B- = 100.00,
35,61,96Br,0.0,GE 150 ns ,BN = 27.60,
35,60,95Br,0.0,GE 150 ns ,B- = 100.00,
35,60,95Br,0.0,GE 150 ns ,BN = 34.00,
35,52,87Br,0.0,55.65 s 13,B- = 100.00,
35,52,87Br,0.0,55.65 s 13,BN = 2.60,
35,51,86Br,0.0,55.1 s 4,B- = 100.00,
35,50,85Br,0.0,2.90 m 6,B- = 100.00,
35,59,94Br,0.0,70 ms 20,B- = 100.00,
35,59,94Br,0.0,70 ms 20,BN = 68.00,
35,58,93Br,0.0,102 ms 10,B- = 100.00,
35,58,93Br,0.0,102 ms 10,BN = 68.00,
35,57,92Br,0.0,0.314 s 16,B- = 100.00,
35,57,92Br,0.0,0.314 s 16,BN = 33.10,
35,56,91Br,0.0,0.543 s 4,B- = 100.00,
35,56,91Br,0.0,0.543 s 4,BN = 19.50,
35,55,90Br,0.0,1.92 s 2,B- = 100.00,
35,55,90Br,0.0,1.92 s 2,BN = 25.20,
35,54,89Br,0.0,4.357 s 22,B- = 100.00,
35,54,89Br,0.0,4.357 s 22,BN = 13.80,
35,53,88Br,0.0,16.34 s 8,B- = 100.00,
35,53,88Br,0.0,16.34 s 8,BN = 6.58,
35,41,76Br,0.0,16.2 h 2,EC = 100.00,
35,40,75Br,0.0,96.7 m 13,EC = 100.00,
35,49,84Br,0.0,31.76 m 8,B- = 100.00,
35,48,83Br,0.0,2.374 h 4,B- = 100.00,
35,47,82Br,0.0,35.282 h 7,B- = 100.00,
35,46,81Br,0.0,STABLE,
35,45,80Br,0.0,17.68 m 2,B- = 91.70,
35,45,80Br,0.0,17.68 m 2,EC = 8.30,
35,44,79Br,0.0,STABLE,
35,43,78Br,0.0,6.45 m 4,EC AP 99.99,
35,43,78Br,0.0,6.45 m 4,B- LE 0.01,
35,42,77Br,0.0,57.036 h 6,EC = 100.00,
35,30,65Br,,,
35,38,73Br,0.0,3.4 m 2,EC = 100.00,
35,37,72Br,0.0,78.6 s 24,EC = 100.00,
35,36,71Br,0.0,21.4 s 6,EC = 100.00,
35,35,70Br,0.0,79.1 ms 8,EC = 100.00,
35,34,69Br,0.0,LT 24 ns ,P ? ,
35,33,68Br,0.0,LT 1.2 us ,P ? ,
35,32,67Br,,,P ? ,
35,31,66Br,,,
35,39,74Br,0.0,25.4 m 3,EC = 100.00,
36,64,100Kr,0.0,7 ms +11-3,B- = 100.00,
36,64,100Kr,0.0,7 ms +11-3,BN  ,
36,63,99Kr,0.0,13 ms +34-6,B- = 100.00,
36,63,99Kr,0.0,13 ms +34-6,BN = 11.00,
36,62,98Kr,0.0,46 ms 8,B- = 100.00,
36,62,98Kr,0.0,46 ms 8,BN = 7.00,
36,61,97Kr,0.0,63 ms 4,B- = 100.00,
36,61,97Kr,0.0,63 ms 4,BN = 6.70,
36,60,96Kr,0.0,80 ms 6,B- = 100.00,
36,60,96Kr,0.0,80 ms 6,BN = 3.70,
36,65,101Kr,0.0,GT 635 ns ,B- = 100.00,
36,65,101Kr,0.0,GT 635 ns ,BN  ,
36,65,101Kr,0.0,GT 635 ns ,B2N  ,
36,53,89Kr,0.0,3.15 m 4,B- = 100.00,
36,52,88Kr,0.0,2.825 h 19,B- = 100.00,
36,51,87Kr,0.0,76.3 m 5,B- = 100.00,
36,50,86Kr,0.0,STABLE,
36,59,95Kr,0.0,0.114 s 3,B- = 100.00,
36,59,95Kr,0.0,0.114 s 3,BN = 2.87,
36,58,94Kr,0.0,212 ms 5,B- = 100.00,
36,58,94Kr,0.0,212 ms 5,BN = 1.11,
36,57,93Kr,0.0,1.286 s 10,B- = 100.00,
36,57,93Kr,0.0,1.286 s 10,BN = 1.95,
36,56,92Kr,0.0,1.840 s 8,B- = 100.00,
36,56,92Kr,0.0,1.840 s 8,BN = 0.03,
36,55,91Kr,0.0,8.57 s 4,B- = 100.00,
36,54,90Kr,0.0,32.32 s 9,B- = 100.00,
36,42,78Kr,0.0,GE 1.5E+21 y ,2EC  ,
36,41,77Kr,0.0,74.4 m 6,EC = 100.00,
36,40,76Kr,0.0,14.8 h 1,EC = 100.00,
36,49,85Kr,0.0,10.739 y 14,B- = 100.00,
36,48,84Kr,0.0,STABLE,
36,47,83Kr,0.0,STABLE,
36,46,82Kr,0.0,STABLE,
36,45,81Kr,0.0,2.29E+5 y 11,EC = 100.00,
36,44,80Kr,0.0,STABLE,
36,43,79Kr,0.0,35.04 h 10,EC = 100.00,
36,31,67Kr,,,
36,39,75Kr,0.0,4.60 m 7,EC = 100.00,
36,38,74Kr,0.0,11.50 m 11,EC = 100.00,
36,37,73Kr,0.0,27.3 s 10,EC = 100.00,
36,37,73Kr,0.0,27.3 s 10,EP = 0.25,
36,36,72Kr,0.0,17.1 s 2,EC = 100.00,
36,36,72Kr,0.0,17.1 s 2,EP LT 1.0E-6,
36,35,71Kr,0.0,100 ms 3,EC = 100.00,
36,35,71Kr,0.0,100 ms 3,EP = 2.10,
36,34,70Kr,0.0,40 ms 6,EC = 100.00,
36,34,70Kr,0.0,40 ms 6,EP LE 1.30,
36,33,69Kr,0.0,28 ms 1,EC = 100.00,
36,32,68Kr,,,
37,55,92Rb,0.0,4.492 s 20,B- = 100.00,
37,55,92Rb,0.0,4.492 s 20,BN = 0.01,
37,56,93Rb,0.0,5.84 s 2,B- = 100.00,
37,56,93Rb,0.0,5.84 s 2,BN = 1.39,
37,57,94Rb,0.0,2.702 s 5,B- = 100.00,
37,57,94Rb,0.0,2.702 s 5,BN = 10.50,
37,58,95Rb,0.0,377.7 ms 8,B- = 100.00,
37,58,95Rb,0.0,377.7 ms 8,BN = 8.70,
37,59,96Rb,0.0,203 ms 3,B- = 100.00,
37,59,96Rb,0.0,203 ms 3,BN = 13.30,
37,50,87Rb,0.0,4.97E10 y 3,B- = 100.00,
37,51,88Rb,0.0,17.773 m 11,B- = 100.00,
37,52,89Rb,0.0,15.32 m 10,B- = 100.00,
37,53,90Rb,0.0,158 s 5,B- = 100.00,
37,54,91Rb,0.0,58.2 s 3,B- = 100.00,
37,44,81Rb,0.0,4.572 h 4,EC = 100.00,
37,45,82Rb,0.0,1.2575 m 2,EC = 100.00,
37,46,83Rb,0.0,86.2 d 1,EC = 100.00,
37,47,84Rb,0.0,32.82 d 7,EC = 96.10,
37,47,84Rb,0.0,32.82 d 7,B- = 3.90,
37,48,85Rb,0.0,STABLE,
37,49,86Rb,0.0,18.642 d 18,B- = 99.99,
37,49,86Rb,0.0,18.642 d 18,EC = 5.2E-3,
37,40,77Rb,0.0,3.77 m 4,EC = 100.00,
37,41,78Rb,0.0,17.66 m 3,EC = 100.00,
37,42,79Rb,0.0,22.9 m 5,EC = 100.00,
37,43,80Rb,0.0,33.4 s 7,EC = 100.00,
37,34,71Rb,,,P ? ,
37,35,72Rb,0.0,LT 1.2 us ,P ? ,
37,36,73Rb,0.0,LT 30 ns ,P AP 0.00,
37,36,73Rb,0.0,LT 30 ns ,EC ? ,
37,37,74Rb,0.0,64.9 ms 5,EC = 100.00,
37,38,75Rb,0.0,19.0 s 12,EC = 100.00,
37,39,76Rb,0.0,36.5 s 6,EC = 100.00,
37,39,76Rb,0.0,36.5 s 6,EA = 3.8E-7,
37,66,103Rb,0.0,23 ms +13-9,B- = 100.00,
37,66,103Rb,0.0,23 ms +13-9,B2N ? ,
37,66,103Rb,0.0,23 ms +13-9,BN ? ,
37,67,104Rb,,,
37,60,97Rb,0.0,169.1 ms 6,B- = 100.00,
37,60,97Rb,0.0,169.1 ms 6,BN = 25.50,
37,61,98Rb,0.0,102 ms 4,B- = 100.00,
37,61,98Rb,0.0,102 ms 4,BN = 13.80,
37,61,98Rb,0.0,102 ms 4,B2N = 0.05,
37,62,99Rb,0.0,54 ms 4,B- = 100.00,
37,62,99Rb,0.0,54 ms 4,BN = 15.80,
37,63,100Rb,0.0,51 ms 8,B- = 100.00,
37,63,100Rb,0.0,51 ms 8,BN = 6.00,
37,63,100Rb,0.0,51 ms 8,B2N = 0.16,
37,64,101Rb,0.0,32 ms 5,B- = 100.00,
37,64,101Rb,0.0,32 ms 5,BN = 28.00,
37,65,102Rb,0.0,37 ms 3,B- = 100.00,
37,65,102Rb,0.0,37 ms 3,BN = 18.00,
38,67,105Sr,0.0,39 ms 5,B- = 100.00,
38,67,105Sr,0.0,39 ms 5,BN  ,
38,67,105Sr,0.0,39 ms 5,B2 N ,
38,68,106Sr,0.0,20 ms +8-7,B- = 100.00,
38,68,106Sr,0.0,20 ms +8-7,BN ? ,
38,68,106Sr,0.0,20 ms +8-7,B2N ? ,
38,69,107Sr,0.0,GT 395 ns ,B- = 100.00,
38,69,107Sr,0.0,GT 395 ns ,BN  ,
38,69,107Sr,0.0,GT 395 ns ,B2N  ,
38,60,98Sr,0.0,0.653 s 2,B- = 100.00,
38,60,98Sr,0.0,0.653 s 2,BN = 0.25,
38,61,99Sr,0.0,0.269 s 1,B- = 100.00,
38,61,99Sr,0.0,0.269 s 1,BN = 0.10,
38,62,100Sr,0.0,202 ms 3,B- = 100.00,
38,62,100Sr,0.0,202 ms 3,BN = 0.78,
38,63,101Sr,0.0,118 ms 3,B- = 100.00,
38,63,101Sr,0.0,118 ms 3,BN = 2.37,
38,64,102Sr,0.0,69 ms 6,B- = 100.00,
38,64,102Sr,0.0,69 ms 6,BN = 5.50,
38,65,103Sr,0.0,53 ms 10,B- = 100.00,
38,65,103Sr,0.0,53 ms 10,BN ? ,
38,65,103Sr,0.0,53 ms 10,B2N ? ,
38,66,104Sr,0.0,53 ms 5,B- = 100.00,
38,66,104Sr,0.0,53 ms 5,BN ? ,
38,66,104Sr,0.0,53 ms 5,B2N ? ,
38,56,94Sr,0.0,75.3 s 2,B- = 100.00,
38,57,95Sr,0.0,23.90 s 14,B- = 100.00,
38,58,96Sr,0.0,1.07 s 1,B- = 100.00,
38,59,97Sr,0.0,429 ms 5,B- = 100.00,
38,59,97Sr,0.0,429 ms 5,BN LE 0.05,
38,50,88Sr,0.0,STABLE,
38,51,89Sr,0.0,50.563 d 25,B- = 100.00,
38,52,90Sr,0.0,28.90 y 3,B- = 100.00,
38,53,91Sr,0.0,9.65 h 6,B- = 100.00,
38,54,92Sr,0.0,2.66 h 4,B- = 100.00,
38,55,93Sr,0.0,7.43 m 3,B- = 100.00,
38,45,83Sr,0.0,32.41 h 3,EC = 100.00,
38,46,84Sr,0.0,STABLE,
38,47,85Sr,0.0,64.849 d 7,EC = 100.00,
38,48,86Sr,0.0,STABLE,
38,49,87Sr,0.0,STABLE,
38,40,78Sr,0.0,160 s 8,EC = 100.00,
38,41,79Sr,0.0,2.25 m 10,EC = 100.00,
38,42,80Sr,0.0,106.3 m 15,EC = 100.00,
38,43,81Sr,0.0,22.3 m 4,EC = 100.00,
38,44,82Sr,0.0,25.34 d 2,EC = 100.00,
38,35,73Sr,0.0,GT 25 ms ,EC = 100.00,
38,35,73Sr,0.0,GT 25 ms ,EP AP 0.00,
38,36,74Sr,0.0,27 ms 8,EC = 100.00,
38,36,74Sr,0.0,27 ms 8,EP ? ,
38,37,75Sr,0.0,88 ms 3,EC = 100.00,
38,37,75Sr,0.0,88 ms 3,EP = 5.20,
38,38,76Sr,0.0,7.89 s 7,EC = 100.00,
38,38,76Sr,0.0,7.89 s 7,EP = 3.4E-5,
38,39,77Sr,0.0,9.0 s 2,EC = 100.00,
38,39,77Sr,0.0,9.0 s 2,EP LT 0.25,
39,69,108Y,0.0,30 ms 5,B- = 100.00,
39,69,108Y,0.0,30 ms 5,BN ? ,
39,69,108Y,0.0,30 ms 5,B2N ? ,
39,68,107Y,0.0,3.5 ms 30,B- = 100.00,
39,68,107Y,0.0,3.5 ms 30,BN ? ,
39,68,107Y,0.0,3.5 ms 30,B2N ? ,
39,61,100Y,0.0,735 ms 7,B- = 100.00,
39,61,100Y,0.0,735 ms 7,BN = 0.92,
39,60,99Y,0.0,1.484 s 7,B- = 100.00,
39,60,99Y,0.0,1.484 s 7,BN = 1.70,
39,63,102Y,0.0,0.36 s 4,B- = 100.00,
39,63,102Y,0.0,0.36 s 4,BN = 4.90,
39,63,102Y,0.0,0.298 s 9,B- = 100.00,
39,63,102Y,0.0,0.298 s 9,BN = 4.90,
39,62,101Y,0.0,0.45 s 2,B- = 100.00,
39,62,101Y,0.0,0.45 s 2,BN = 1.94,
39,65,104Y,0.0,197 ms 4,B- = 100.00,
39,65,104Y,0.0,197 ms 4,BN = 34.00,
39,65,104Y,0.0,197 ms 4,B2N ? ,
39,64,103Y,0.0,0.23 s 2,B- = 100.00,
39,64,103Y,0.0,0.23 s 2,BN = 8.00,
39,67,106Y,0.0,79 ms +10-5,B- = 100.00,
39,67,106Y,0.0,79 ms +10-5,BN = ?,
39,67,106Y,0.0,79 ms +10-5,B2N = ?,
39,66,105Y,0.0,95 ms 9,B- = 100.00,
39,66,105Y,0.0,95 ms 9,BN LT 82.00,
39,66,105Y,0.0,95 ms 9,B2N ? ,
39,70,109Y,0.0,25 ms 5,B- = 100.00,
39,70,109Y,0.0,25 ms 5,BN ? ,
39,70,109Y,0.0,25 ms 5,B2N ? ,
39,58,97Y,0.0,3.75 s 3,B- = 100.00,
39,58,97Y,0.0,3.75 s 3,BN = 0.06,
39,57,96Y,0.0,5.34 s 5,B- = 100.00,
39,59,98Y,0.0,0.548 s 2,B- = 100.00,
39,59,98Y,0.0,0.548 s 2,BN = 0.33,
39,50,89Y,0.0,STABLE,
39,52,91Y,0.0,58.51 d 6,B- = 100.00,
39,51,90Y,0.0,64.053 h 20,B- = 100.00,
39,54,93Y,0.0,10.18 h 8,B- = 100.00,
39,53,92Y,0.0,3.54 h 1,B- = 100.00,
39,56,95Y,0.0,10.3 m 1,B- = 100.00,
39,55,94Y,0.0,18.7 m 1,B- = 100.00,
39,47,86Y,0.0,14.74 h 2,EC = 100.00,
39,46,85Y,0.0,2.68 h 5,EC = 100.00,
39,49,88Y,0.0,106.626 d 21,EC = 100.00,
39,48,87Y,0.0,79.8 h 3,EC = 100.00,
39,41,80Y,0.0,30.1 s 5,EC = 100.00,
39,41,80Y,0.0,30.1 s 5,EP  ,
39,40,79Y,0.0,14.8 s 6,EC = 100.00,
39,40,79Y,0.0,14.8 s 6,EP ? ,
39,43,82Y,0.0,8.30 s 20,EC = 100.00,
39,42,81Y,0.0,70.4 s 10,EC = 100.00,
39,45,84Y,0.0,39.5 m 8,EC = 100.00,
39,44,83Y,0.0,7.08 m 8,EC = 100.00,
39,36,75Y,,,
39,38,77Y,0.0,57 ms +22-12,EC = 100.00,
39,38,77Y,0.0,57 ms +22-12,EP  ,
39,38,77Y,0.0,57 ms +22-12,P  ,
39,37,76Y,0.0,GT 200 ns ,EC  ,
39,37,76Y,0.0,GT 200 ns ,P  ,
39,39,78Y,0.0,53 ms 8,EC = 100.00,
39,39,78Y,0.0,53 ms 8,EP  ,
39,39,78Y,0.0,5.8 s 6,EC = 100.00,
39,39,78Y,0.0,5.8 s 6,EP  ,
40,69,109Zr,0.0,56 ms 3,B- = 100.00,
40,69,109Zr,0.0,56 ms 3,BN ? ,
40,69,109Zr,0.0,56 ms 3,B2N ? ,
40,68,108Zr,0.0,77.4 ms 22,B- = 100.00,
40,68,108Zr,0.0,77.4 ms 22,BN  ,
40,67,107Zr,0.0,146 ms 4,B- = 100.00,
40,67,107Zr,0.0,146 ms 4,BN LE 23.00,
40,66,106Zr,0.0,180 ms 9,B- = 100.00,
40,66,106Zr,0.0,180 ms 9,BN LE 7.00,
40,61,101Zr,0.0,2.3 s 1,B- = 100.00,
40,60,100Zr,0.0,7.1 s 4,B- = 100.00,
40,65,105Zr,0.0,670 ms 28,B- = 100.00,
40,65,105Zr,0.0,670 ms 28,BN LE 2.00,
40,64,104Zr,0.0,0.87 s 6,B- = 100.00,
40,64,104Zr,0.0,0.87 s 6,BN LE 1.00,
40,63,103Zr,0.0,1.32 s 11,B- = 100.00,
40,63,103Zr,0.0,1.32 s 11,BN LE 1.00,
40,62,102Zr,0.0,2.9 s 2,B- = 100.00,
40,58,98Zr,0.0,30.7 s 4,B- = 100.00,
40,57,97Zr,0.0,16.749 h 8,B- = 100.00,
40,56,96Zr,0.0,2.35E+19 y 21,2B-  ,
40,55,95Zr,0.0,64.032 d 6,B- = 100.00,
40,59,99Zr,0.0,2.1 s 1,B- = 100.00,
40,50,90Zr,0.0,STABLE,
40,54,94Zr,0.0,STABLE,
40,53,93Zr,0.0,1.61E+6 y 5,B- = 100.00,
40,52,92Zr,0.0,STABLE,
40,51,91Zr,0.0,STABLE,
40,47,87Zr,0.0,1.68 h 1,EC = 100.00,
40,46,86Zr,0.0,16.5 h 1,EC = 100.00,
40,45,85Zr,0.0,7.86 m 4,EC = 100.00,
40,44,84Zr,0.0,25.8 m 5,EC = 100.00,
40,49,89Zr,0.0,78.41 h 12,EC = 100.00,
40,48,88Zr,0.0,83.4 d 3,EC = 100.00,
40,43,83Zr,0.0,42 s 2,EC = 100.00,
40,43,83Zr,0.0,42 s 2,EP ? ,
40,42,82Zr,0.0,32 s 5,EC = 100.00,
40,41,81Zr,0.0,5.5 s 4,EC = 100.00,
40,41,81Zr,0.0,5.5 s 4,EP = 0.12,
40,40,80Zr,0.0,4.6 s 6,EC = 100.00,
40,40,80Zr,0.0,4.6 s 6,EP  ,
40,39,79Zr,0.0,56 ms 30,EC = 100.00,
40,39,79Zr,0.0,56 ms 30,EP  ,
40,38,78Zr,0.0,GT 170 ns ,EC  ,
40,37,77Zr,,,
40,72,112Zr,0.0,30 ms +30-10,B- = 100.00,
40,72,112Zr,0.0,30 ms +30-10,BN  ,
40,72,112Zr,0.0,30 ms +30-10,B2N  ,
40,71,111Zr,0.0,24.0 ms 50,B- = 100.00,
40,71,111Zr,0.0,24.0 ms 50,BN ? ,
40,71,111Zr,0.0,24.0 ms 50,B2N ? ,
40,70,110Zr,0.0,37.5 ms 20,B- = 100.00,
40,70,110Zr,0.0,37.5 ms 20,BN ? ,
40,70,110Zr,0.0,37.5 ms 20,B2N ? ,
40,73,113Zr,,,
41,39,80Nb,,,
41,38,79Nb,,,
41,73,114Nb,0.0,17 ms 5,B- = 100.00,
41,73,114Nb,0.0,17 ms 5,BN ? ,
41,73,114Nb,0.0,17 ms 5,B2N ? ,
41,72,113Nb,0.0,32 ms 4,B- = 100.00,
41,72,113Nb,0.0,32 ms 4,BN ? ,
41,72,113Nb,0.0,32 ms 4,B2N ? ,
41,71,112Nb,0.0,33 ms +9-6,B- = 100.00,
41,70,111Nb,0.0,51 ms +6-5,B-  ,
41,75,116Nb,,,
41,74,115Nb,0.0,23 ms 8,B- = 100.00,
41,74,115Nb,0.0,23 ms 8,B2N ? ,
41,74,115Nb,0.0,23 ms 8,BN ? ,
41,69,110Nb,0.0,86 ms 6,B- = 100.00,
41,69,110Nb,0.0,86 ms 6,BN = 40.00,
41,68,109Nb,0.0,106 ms 9,B- = 100.00,
41,68,109Nb,0.0,106 ms 9,BN LT 15.00,
41,67,108Nb,0.0,198 ms 6,B- = 100.00,
41,67,108Nb,0.0,198 ms 6,BN = 6.30,
41,67,108Nb,0.0,198 ms 6,B2N ? ,
41,62,103Nb,0.0,1.5 s 2,B- = 100.00,
41,61,102Nb,0.0,4.3 s 4,B- = 100.00,
41,61,102Nb,0.0,1.3 s 2,B- = 100.00,
41,60,101Nb,0.0,7.1 s 3,B- = 100.00,
41,66,107Nb,0.0,300 ms 9,B- = 100.00,
41,66,107Nb,0.0,300 ms 9,BN = 8.00,
41,65,106Nb,0.0,1.02 s 5,B- = 100.00,
41,65,106Nb,0.0,1.02 s 5,BN = 4.50,
41,64,105Nb,0.0,2.95 s 6,B- = 100.00,
41,64,105Nb,0.0,2.95 s 6,BN = 1.70,
41,63,104Nb,0.0,4.9 s 3,B- = 100.00,
41,63,104Nb,0.0,4.9 s 3,BN = 0.06,
41,59,100Nb,0.0,1.5 s 2,B- = 100.00,
41,58,99Nb,0.0,15.0 s 2,B- = 100.00,
41,57,98Nb,0.0,2.86 s 6,B- = 100.00,
41,56,97Nb,0.0,72.1 m 7,B- = 100.00,
41,51,92Nb,0.0,3.47E+7 y 24,EC = 100.00,
41,51,92Nb,0.0,3.47E+7 y 24,B- LT 0.05,
41,50,91Nb,0.0,6.8E+2 y 13,EC = 100.00,
41,55,96Nb,0.0,23.35 h 5,B- = 100.00,
41,54,95Nb,0.0,34.991 d 6,B- = 100.00,
41,53,94Nb,0.0,2.03E+4 y 16,B- = 100.00,
41,52,93Nb,0.0,STABLE,
41,48,89Nb,0.0,2.03 h 7,EC = 100.00,
41,47,88Nb,0.0,14.55 m 11,EC = 100.00,
41,47,88Nb,0.0,7.78 m 1,EC = 100.00,
41,46,87Nb,0.0,3.7 m 1,EC = 100.00,
41,45,86Nb,0.0,88 s 1,EC = 100.00,
41,49,90Nb,0.0,14.60 h 5,EC = 100.00,
41,40,81Nb,0.0,LT 200 ns ,EC  ,
41,44,85Nb,0.0,20.5 s 12,EC = 100.00,
41,44,85Nb,0.0,3.3 s 9,EC  ,
41,44,85Nb,0.0,3.3 s 9,IT  ,
41,43,84Nb,0.0,9.8 s 9,EC = 100.00,
41,43,84Nb,0.0,9.8 s 9,EP  ,
41,42,83Nb,0.0,3.9 s 2,EC = 100.00,
41,41,82Nb,0.0,50 ms 5,EC = 100.00,
41,41,82Nb,0.0,50 ms 5,EP  ,
42,70,112Mo,0.0,120 ms +13-11,B- = 100.00,
42,75,117Mo,0.0,22 ms 5,B- ? 100.00,
42,75,117Mo,0.0,22 ms 5,BN ? ,
42,75,117Mo,0.0,22 ms 5,B2N ? ,
42,76,118Mo,0.0,19 ms +7-4,B- ? 100.00,
42,76,118Mo,0.0,19 ms +7-4,BN ? ,
42,76,118Mo,0.0,19 ms +7-4,B2N ? ,
42,77,119Mo,,,
42,71,113Mo,0.0,80 ms 2,B- = 100.00,
42,71,113Mo,0.0,80 ms 2,BN ? ,
42,72,114Mo,0.0,58 ms 2,B- = 100.00,
42,72,114Mo,0.0,58 ms 2,BN ? ,
42,73,115Mo,0.0,45.5 ms 20,B- = 100.00,
42,73,115Mo,0.0,45.5 ms 20,B2N ? ,
42,73,115Mo,0.0,45.5 ms 20,BN ? ,
42,74,116Mo,0.0,32 ms 4,B- = 100.00,
42,74,116Mo,0.0,32 ms 4,BN ? ,
42,74,116Mo,0.0,32 ms 4,2BN ? ,
42,68,110Mo,0.0,0.296 s 17,B- = 100.00,
42,68,110Mo,0.0,0.296 s 17,BN = 2.00,
42,69,111Mo,0.0,186 ms 9,B- = 100.00,
42,69,111Mo,0.0,186 ms 9,BN LT 12.00,
42,64,106Mo,0.0,8.73 s 12,B- = 100.00,
42,65,107Mo,0.0,3.5 s 5,B- = 100.00,
42,66,108Mo,0.0,1.09 s 2,B- = 100.00,
42,66,108Mo,0.0,1.09 s 2,BN LT 0.50,
42,67,109Mo,0.0,660 ms 45,B- = 100.00,
42,67,109Mo,0.0,660 ms 45,BN = 1.30,
42,60,102Mo,0.0,11.3 m 2,B- = 100.00,
42,61,103Mo,0.0,67.5 s 15,B- = 100.00,
42,62,104Mo,0.0,60 s 2,B- = 100.00,
42,63,105Mo,0.0,35.6 s 16,B- = 100.00,
42,57,99Mo,0.0,65.976 h 24,B- = 100.00,
42,58,100Mo,0.0,7.3E+18 y 4,2B- = 100.00,
42,59,101Mo,0.0,14.61 m 3,B- = 100.00,
42,53,95Mo,0.0,STABLE,
42,54,96Mo,0.0,STABLE,
42,55,97Mo,0.0,STABLE,
42,56,98Mo,0.0,STABLE,
42,50,92Mo,0.0,STABLE,
42,51,93Mo,0.0,4.0E+3 y 8,EC = 100.00,
42,52,94Mo,0.0,STABLE,
42,46,88Mo,0.0,8.0 m 2,EC = 100.00,
42,47,89Mo,0.0,2.11 m 10,EC = 100.00,
42,48,90Mo,0.0,5.56 h 9,EC = 100.00,
42,49,91Mo,0.0,15.49 m 1,EC = 100.00,
42,42,84Mo,0.0,2.3 s 3,EC = 100.00,
42,42,84Mo,0.0,2.3 s 3,EP  ,
42,43,85Mo,0.0,3.2 s 2,EP AP 0.14,
42,43,85Mo,0.0,3.2 s 2,EC  ,
42,44,86Mo,0.0,19.1 s 3,EC = 100.00,
42,45,87Mo,0.0,14.02 s 26,EC = 100.00,
42,45,87Mo,0.0,14.02 s 26,EP = 15.00,
42,40,82Mo,0.0,GT 437 ns ,EC ? ,
42,40,82Mo,0.0,GT 437 ns ,EP ? ,
42,41,83Mo,0.0,6 ms +30-3,EC = 100.00,
42,39,81Mo,0.0,GT 450 ns ,EC ? ,
42,39,81Mo,0.0,GT 450 ns ,EP ? ,
43,58,101Tc,0.0,14.02 m 1,B- = 100.00,
43,59,102Tc,0.0,5.28 s 15,B- = 100.00,
43,59,102Tc,0.0,4.35 m 7,B- = 98.00,
43,59,102Tc,0.0,4.35 m 7,IT = 2.00,
43,54,97Tc,0.0,4.21E+6 y 16,EC = 100.00,
43,55,98Tc,0.0,4.2E+6 y 3,B- = 100.00,
43,56,99Tc,0.0,2.111E+5 y 12,B- = 100.00,
43,57,100Tc,0.0,15.46 s 19,B- = 100.00,
43,57,100Tc,0.0,15.46 s 19,EC = 2.6E-3,
43,50,93Tc,0.0,2.75 h 5,EC = 100.00,
43,51,94Tc,0.0,293 m 1,EC = 100.00,
43,52,95Tc,0.0,20.0 h 1,EC = 100.00,
43,53,96Tc,0.0,4.28 d 7,EC = 100.00,
43,47,90Tc,0.0,8.7 s 2,EC = 100.00,
43,48,91Tc,0.0,3.14 m 2,EC = 100.00,
43,49,92Tc,0.0,4.25 m 15,EC = 100.00,
43,43,86Tc,0.0,55 ms 7,EC = 100.00,
43,43,86Tc,0.0,55 ms 7,EP ? ,
43,44,87Tc,0.0,2.2 s 2,EC = 100.00,
43,45,88Tc,0.0,6.4 s 8,EC = 100.00,
43,45,88Tc,0.0,5.8 s 2,EC = 100.00,
43,46,89Tc,0.0,12.8 s 9,EC = 100.00,
43,40,83Tc,,,
43,41,84Tc,,,
43,42,85Tc,0.0,AP 0.5 s ,P ? ,
43,70,113Tc,0.0,152 ms 8,B- = 100.00,
43,70,113Tc,0.0,152 ms 8,BN = 2.10,
43,71,114Tc,0.0,100 ms 20,B- = 100.00,
43,71,114Tc,0.0,100 ms 20,BN ? ,
43,71,114Tc,0.0,90 ms 20,B- = 100.00,
43,71,114Tc,0.0,90 ms 20,BN ? ,
43,76,119Tc,0.0,22 ms ,B- = 100.00,
43,76,119Tc,0.0,22 ms ,BN ? ,
43,76,119Tc,0.0,22 ms ,B2N ? ,
43,77,120Tc,0.0,21 ms 5,B- = 100.00,
43,77,120Tc,0.0,21 ms 5,BN ? ,
